kalfirvach,concepto,pos,categoria,ipa,lengua_origen,raiz_original
hārsh,"mercader, comerciante",noun,Profesiones y Roles,/ˈhaːrʃ/,Árabe esotérico / Griego Koiné / Sánscrito Védico,"tājir (تَاجِر) mercader (Árabe)
ἔμπορος (émporos) comerciante (Griego)
hiraṇya (हिरण्य) bienes (Sánscrito)"
krishak,"agricultor, labrador",noun,Profesiones y Roles,/ˈkri.ʃak/,Tibetano Clásico / Persa Avéstico / Sánscrito Védico,"rgyal po (རྒྱལ་པོ) campesino (Tibetano)
karaš- arar (Avéstico)
kṛṣi (कृषि) agricultura (Sánscrito)"
kōmak,"cocinero, chef",noun,Profesiones y Roles,/ˈkoː.mak/,Griego Koiné / Árabe esotérico / Sánscrito Védico,"μάγειρος (mágeiros) cocinero (Griego)
ṭabākh (طَبَاخ) cocinero (Árabe)
pak (पक) cocinar (Sánscrito)"
kāmak,"amante, devoto, fiel",noun,Profesiones y Roles,/ˈkaː.mak/,Árabe esotérico / Griego Koiné / Sánscrito Védico,"ʿāshiq (عَاشِق) devoto (Árabe)
ἐραστής (erastḗs) amante (Griego)
kāma (काम) amor (Sánscrito)"
kāmik,pescador,noun,Profesiones y Roles,/ˈkaː.mik/,Griego Koiné / Egipcio Demótico / Sánscrito Védico,"ἁλιεύς (halieús) pescador (Griego)
šn (𓆎) pez (Egipcio)
kāya (काय) pescar (Sánscrito)"
kārakh,"constructor, arquitecto",noun,Profesiones y Roles,/ˈkaː.rax/,Griego Koiné / Tibetano Clásico / Sánscrito Védico,"τέκτων (téktōn) constructor (Griego)
mkhan pa (མཁན་པ) arquitecto (Tibetano)
kāra (कार) hacer (Sánscrito)"
kōsh,"tesorero, administrador de bienes",noun,Profesiones y Roles,/ˈkoːʃ/,Árabe esotérico / Griego Koiné / Sánscrito Védico,"khazna (خَزْنَة) tesoro (Árabe)
κοινός (oinós) común (Griego)
koṣa (कोश) tesoro (Sánscrito)"
kāsh,"vidente, adivino, oráculo",noun,Profesiones y Roles,/ˈkaːʃ/,Griego Koiné / Persa Avéstico / Sánscrito Védico,"μάντις (mántis) adivino (Griego)
xōš- percibir (Avéstico)
kāś (काश) ver (Sánscrito)"
kāshikh,"sastre, costurero",noun,Profesiones y Roles,/ˈkaː.ʃix/,Árabe esotérico / Griego Koiné / Sánscrito Védico,"khayyāṭ (خَيَّاط) sastre (Árabe)
ῥάπτω (rháptō) coser (Griego)
vastra (वस्त्र) tela (Sánscrito)"
lāwak,"abogado, defensor, jurista",noun,Profesiones y Roles,/ˈlaː.wak/,Árabe esotérico / Griego Koiné / Sánscrito Védico,"ḥissāb (حِسَاب) argumento (Árabe)
νομικός (nomikós) jurista (Griego)
vāda (वाद) litigio (Sánscrito)"
mālak,"jardinero, hortelano",noun,Profesiones y Roles,/ˈmaː.lak/,Árabe esotérico / Griego Koiné / Sánscrito Védico,"bustān (بُسْتَان) jardín (Árabe)
κῆπος (kēpos) jardín (Griego)
mālā (माला) jardín (Sánscrito)"
māsh,"maestro, profesor, instructor",noun,Profesiones y Roles,/ˈmaːʃ/,Griego Koiné / Persa Avéstico / Sánscrito Védico,"διδάσκαλος (didáskalos) maestro (Griego)
ostād (اُستَاذ) maestro (Persa)
ācārya (आचार्य) maestro (Sánscrito)"
nāwak,"navegante, marino",noun,Profesiones y Roles,/ˈnaː.wak/,Griego Koiné / Árabe esotérico / Sánscrito Védico,"ναύτης (naútēs) marinero (Griego)
bahr (بَحْر) mar (Árabe)
nāv (नाव) barco (Sánscrito)"
nāwik,"piloto, timonel",noun,Profesiones y Roles,/ˈnaː.wik/,Griego Koiné / Tibetano Clásico / Sánscrito Védico,"κυβερνήτης (kybernḗtēs) piloto (Griego)
rta gdan (རྟ་གན) timonel (Tibetano)
nāv (नाव) barco (Sánscrito)"
nāyak,"guía, conductor, líder",noun,Profesiones y Roles,/ˈnaː.jak/,Griego Koiné / Sánscrito Védico / Árabe esotérico,"ἡγεμών (hēgemón) guía (Griego)
nāyaka (नायक) líder (Sánscrito)
hādī (هَادِي) conductor (Árabe)"
pir,"gran maestro, guia espiritual (prefijo)",prefix,Profesiones y Roles,/ˈpir/,Persa Avéstico / Griego Koiné,"pir 'sabio, anciano, guia espiritual' / geron 'anciano venerable'"
ratshi,"rey, soberano, monarca",noun,Profesiones y Roles,/ˈra.tʃi/,Tibetano Clásico / Sánscrito Védico / Griego Koiné,"rje (རྗེ) señor, rey (Tibetano)
rājá (राज) rey (Sánscrito)
ἄρχων (árkhōn) gobernante (Griego)"
rāksh,"guardián, centinela, protector",noun,Profesiones y Roles,/ˈraːkʃ/,Árabe esotérico / Persa Avéstico / Sánscrito Védico,"ḥāris (حَارِس) guardián (Árabe)
pərəs- guardar (Avéstico)
rakṣ (रक्ष) proteger (Sánscrito)"
rās,"auriga, cochero, conductor de carros",noun,Profesiones y Roles,/ˈraːs/,Griego Koiné / Egipcio Demótico / Sánscrito Védico,"ἡνίοχος (hēníochos) auriga (Griego)
ḫnmt (𓎛𓈖𓅓𓏏) conductor (Egipcio)
ratha (रथ) carro (Sánscrito)"
rāwak,"viajero, peregrino",noun,Profesiones y Roles,/ˈraː.wak/,Árabe esotérico / Tibetano Clásico / Sánscrito Védico,"musāfir (مُسَافِر) viajero (Árabe)
sgom pa (སྒོམ་པ) peregrino (Tibetano)
yātrā (यात्रा) viaje (Sánscrito)"
waidya,"médico, sanador",noun,Profesiones y Roles,/ˈwa.i.dja/,Griego Koiné / Árabe esotérico / Sánscrito Védico,"ἰατρός (iatrós) médico (Griego)
ṭabīb (طَبِيب) médico (Árabe)
vaidya (वैद्य) médico (Sánscrito)"
wakash,"mensajero, heraldo",noun,Profesiones y Roles,/ˈwa.kaʃ/,Persa Avéstico / Sánscrito Védico / Árabe esotérico,"vaēčah- palabra (Avéstico)
vak (वाक) voz, mensaje (Sánscrito)
wāqiʿ (وَاقِع) acontecimiento (Árabe)"
wāhak,"pastor, cuidador de rebaños",noun,Profesiones y Roles,/ˈwaː.hak/,Griego Koiné / Persa Avéstico / Sánscrito Védico,"ποιμήν (poimḗn) pastor (Griego)
vahaka- pastor (Avéstico)
vāhaka (वाहक) conductor (Sánscrito)"
yodha,"guerrero, combatiente",noun,Profesiones y Roles,/ˈjo.ða/,Sánscrito Védico / Persa Avéstico / Griego Koiné,"yodhá (योध) guerrero (Sánscrito)
yodata- combatiente (Avéstico)
μάχη (mákhē) batalla (Griego)"
āthal,"atleta, deportista, competidor",noun,Profesiones y Roles,/ˈaː.θal/,Griego Koiné / Persa Avéstico / Sánscrito Védico,"ἀθλητής (athētḗs) atleta (Griego)
bāz-yār- competidor (Avéstico)
āthli (आठली) competidor (Sánscrito)"
sepze,panadero: elabora y vende pan,noun,Profesiones y Roles,/ˈsep.ze/,Sánscrito / Griego / Árabe,Sánscrito पुलक (pulaka) /pʰu.ˈlɐ.kɐ/; Griego ψωμάς (psomás) /ˈpso.mɑs/; Árabe خباز (khabbāz) /xæb.ˈbɑz/
pesek,carnicero: prepara y vende carne,noun,Profesiones y Roles,/ˈpe.sek/,Sánscrito / Griego / Árabe,Sánscrito मांस (māṃsa) /ˈmɑːn.sɐ/; Griego κρεοπώλης (kreopólis) /kre.oˈpo.li.s/; Árabe قصاب (qaṣṣāb) /qɑsˤ.ˈsɑb/
ihisu,herrero: forja y repara metales,noun,Profesiones y Roles,/i.ˈhi.su/,Sánscrito / Griego / Árabe,Sánscrito लौह (lauhā) /ˈlɐu.ʋɐ/; Griego σιδηρουργός (sidirourgós) /si.ði.ruːrˈɣos/; Árabe حداد (ḥaddād) /ħɐd.ˈdɑd/
nilis,carpintero: trabaja y talla la madera,noun,Profesiones y Roles,/ˈni.lis/,Sánscrito / Griego / Árabe,Sánscrito ताक्ष (tākṣa) /ˈtɑːk.ʂɐ/; Griego ξύλος (xýlos) /ˈksi.los/; Árabe نجار (najjār) /nædʒ.ˈdʒɑr/
mitip,zapatero: fabrica y repara zapatos,noun,Profesiones y Roles,/ˈmi.tip/,Sánscrito / Griego / Árabe,Sánscrito पादुका (pādukā) /pɑː.ˈdu.kɑː/; Griego τσαγκάρης (tsagkárēs) /t͡sɑŋ.ˈɡɑ.ris/; Árabe إسكافي (iskāfī) /ʔis.ˈkɑː.fiː/
luske,barbero: corta el cabello y afeita,noun,Profesiones y Roles,/ˈlus.ke/,Sánscrito / Griego / Árabe,Sánscrito क्षुर (kṣura) /ˈkʃu.rɐ/; Griego κουρέας (kouréas) /kuˈre.ɑs/; Árabe حلاق (ḥallāq) /ħɐl.ˈlɑq/
sirme,alfarero: fabrica objetos de barro cocido,noun,Profesiones y Roles,/ˈsir.me/,Sánscrito / Griego / Árabe,Sánscrito खलश (khalaśa) /ˈkʰɐ.lɐ.ɕɐ/; Griego κεραμίς (keramís) /ke.rɑˈmis/; Árabe فخار (fakhkhār) /fæx.ˈxɑr/
rikit,pintor: crea obras pictóricas,noun,Profesiones y Roles,/ˈri.kit/,Sánscrito / Griego / Árabe,Sánscrito चित्रकार (citrakāra) /t͡ʃi.tɾɐˈkɑː.ɾɐ/; Griego ζωγράφος (zōgráfos) /zoˈɣrɑ.fos/; Árabe رسام (rassām) /rɑs.ˈsɑm/
retsi,joyero: fabrica y vende joyas,noun,Profesiones y Roles,/ˈret.si/,Sánscrito / Griego / Árabe,Sánscrito रत्न (ratna) /ˈrɐt.nɐ/; Griego χρυσοχόος (khrysokhóos) /kʰri.soˈxo.os/; Árabe صائغ (ṣāʾigh) /sˤɑː.ˈɪʁ/
dunto,tejedor: teje telas en telar,noun,Profesiones y Roles,/ˈdun.to/,Sánscrito / Griego / Árabe,Sánscrito तन्तु (tantu) /ˈtɐn.tu/; Griego υφαντής (yfantís) /i.fɑnˈdis/; Árabe حائك (ḥāʾik) /hɑː.ˈik/
dorum,enfermero: asiste y cuida pacientes,noun,Profesiones y Roles,/ˈdo.rum/,Sánscrito / Griego / Árabe,Sánscrito सेवा (sevā) /ˈseː.ʋɑː/; Griego νοσοκόμος (nosokómos) /no.soˈko.mos/; Árabe ممرض (mumarriḍ) /mu.mɑ.ˈrɪdˤ/
dibīt,dentista: cuida la salud dental,noun,Profesiones y Roles,/di.ˈbiːt/,Sánscrito / Griego / Árabe,Sánscrito दन्त (danta) /ˈdɐn.tɐ/; Griego οδοντίατρος (odontíatros) /o.ðonˈdi.ɑ.tɾos/; Árabe طبيب أسنان (ṭabīb asnān) /tˤɑ.ˈbiːb ʔɑs.ˈnɑːn/
sirbi,veterinario: cuida la salud animal,noun,Profesiones y Roles,/ˈsir.bi/,Sánscrito / Griego / Árabe,Sánscrito पशु (paśu) /ˈpɐ.ʃu/; Griego κτηνίατρος (ktiníatros) /ktiˈni.ɑ.tɾos/; Árabe بيطري (bayṭarī) /bɪj.tˤɑ.ˈriː/
forso,farmacéutico: prepara y dispensa medicamentos,noun,Profesiones y Roles,/ˈfor.so/,Sánscrito / Griego / Árabe,Sánscrito भेषज (bheṣaja) /ˈbʰeː.ʂɐ.dʒɐ/; Griego φαρμακείο (farmakeío) /fɑr.mɑˈki.o/; Árabe صيدلاني (ṣaydalānī) /sˤɑj.dɐ.lɑːˈniː/
silit,estudiante: aprende y estudia,noun,Profesiones y Roles,/ˈsi.lit/,Sánscrito / Griego / Árabe,Sánscrito शिष्य (śiṣya) /ˈʃi.ʂjɐ/; Griego μαθητής (mathitís) /mɑ.θiˈtis/; Árabe طالب (ṭālib) /ˈtˤɑː.lib/
fēsbo,escritor: escribe obras literarias,noun,Profesiones y Roles,/ˈfeːs.bo/,Sánscrito / Griego / Árabe,Sánscrito लेखक (lekhaka) /ˈleː.kʰɐ.kɐ/; Griego συγγραφέας (syngraféas) /siŋ.ɣrɑˈfe.ɑs/; Árabe كاتب (kātib) /ˈkɑː.tib/
pisit,poeta: compone poesía,noun,Profesiones y Roles,/ˈpi.sit/,Sánscrito / Griego / Árabe,Sánscrito काव्य (kāvya) /ˈkɑː.ʋjɐ/; Griego ποιητής (poiitís) /pi.iˈtis/; Árabe شاعر (shāʿir) /ˈʃɑː.ʕir/
hipit,escultor: talla y modela esculturas,noun,Profesiones y Roles,/ˈhi.pit/,Sánscrito / Griego / Árabe,Sánscrito मूर्ति (mūrti) /ˈmuːr.ti/; Griego γλύπτης (glýptis) /ˈɣlip.tis/; Árabe نحات (naḥḥāt) /nɑħ.ˈxɑt/
sirto,actor: interpreta personajes,noun,Profesiones y Roles,/ˈsir.to/,Sánscrito / Griego / Árabe,Sánscrito नाट्य (nāṭya) /ˈnɑː.ʈjɐ/; Griego ηθοποιός (ithopoiós) /i.θo.piˈos/; Árabe ممثل (mumaththil) /mʊ.mæθ.ˈθil/
risit,bailarín: baila profesionalmente,noun,Profesiones y Roles,/ˈri.sit/,Sánscrito / Griego / Árabe,Sánscrito नृत्य (nṛtya) /ˈnr̩t.jɐ/; Griego χορευτής (choreftís) /xo.ɾefˈtis/; Árabe راقص (rāqiṣ) /ˈrɑː.qɪsˤ/
noski,músico: toca instrumentos o canta,noun,Profesiones y Roles,/ˈnos.ki/,Sánscrito / Griego / Árabe,Sánscrito संगीत (saṅgīta) /sɐŋˈɡiː.tɐ/; Griego μουσικός (mousikós) /mu.siˈkos/; Árabe موسيقي (mūsīqī) /muː.siːˈqiː/
nitup,bibliotecario: gestiona bibliotecas,noun,Profesiones y Roles,/ˈni.tup/,Sánscrito / Griego / Árabe,Sánscrito पुस्तक (pustaka) /ˈpʊs.tɐ.kɐ/; Griego βιβλιοθηκάριος (vivliothikários) /vi.vli.o.θiˈkɑ.ri.os/; Árabe أمين مكتبة (amīn maktaba) /ʔæ.ˈmiːn mæk.tæ.bæ/
kisro,policía: mantiene el orden público,noun,Profesiones y Roles,/ˈkis.ro/,Sánscrito / Griego / Árabe,Sánscrito रक्षक (rakṣaka) /ˈrɐk.ʂɐ.kɐ/; Griego αστυνόμος (astynómos) /ɑs.tiˈno.mos/; Árabe شرطي (shurtī) /ʃur.ˈtˤiː/
serti,soldado: sirve en el ejército,noun,Profesiones y Roles,/ˈser.ti/,Sánscrito / Griego / Árabe,Sánscrito सेना (senā) /ˈseː.nɑː/; Griego στρατιώτης (stratiótis) /strɑ.tiˈo.tis/; Árabe جندي (jundī) /dʒun.ˈdiː/
sigon,bombero: apaga incendios y rescata,noun,Profesiones y Roles,/ˈsi.gon/,Sánscrito / Griego / Árabe,Sánscrito अग्नि (agni) /ˈɐg.ni/; Griego πυροσβέστης (pyrosvéstis) /pi.roˈsve.stis/; Árabe إطفائي (iṭfā'ī) /ʔitˤ.ˈfɑː.ʔiː/
sukir,alcalde: gobierna una ciudad o pueblo,noun,Profesiones y Roles,/ˈsu.kir/,Sánscrito / Griego / Árabe,Sánscrito पुर (pura) /ˈpʊ.ɾɐ/; Griego δήμαρχος (dímarchos) /ˈði.mɑr.kʰos/; Árabe رئيس (raʾīs) /rɑ.ˈʔis/
zirot,ministro: alto cargo del gobierno,noun,Profesiones y Roles,/ˈzi.rot/,Sánscrito / Griego / Árabe,Sánscrito मन्त्रि (mantri) /ˈmɐn.tɾi/; Griego υπουργός (ypourgós) /i.purˈɣos/; Árabe وزير (wazīr) /wɑ.ˈziːr/
sepet,embajador: representante diplomático,noun,Profesiones y Roles,/ˈse.pet/,Sánscrito / Griego / Árabe,Sánscrito दूत (dūta) /ˈd̪uː.tɐ/; Griego πρέσβης (préspis) /ˈpre.svis/; Árabe سفير (safīr) /sɑ.ˈfiːr/
sēlir,secretario: asistente administrativo,noun,Profesiones y Roles,/ˈseː.lir/,Sánscrito / Griego / Árabe,Sánscrito लेख (lekha) /ˈleː.kʰɐ/; Griego γραμματεύς (grammateús) /ɣrɑ.mɑˈtefs/; Árabe كاتب (kātib) /ˈkɑː.tib/
posti,vendedor: vende productos o servicios,noun,Profesiones y Roles,/ˈpos.ti/,Sánscrito / Griego / Árabe,Sánscrito विक्रि (vikri) /ˈʋɪ.kɾi/; Griego πωλητής (pōlitís) /po.liˈtis/; Árabe بائع (bāʾiʿ) /ˈbɑː.ɪʕ/
holsi,dependiente: atiende al público en tiendas,noun,Profesiones y Roles,/ˈhol.si/,Sánscrito / Griego / Árabe,Sánscrito सेवक (sevaka) /ˈseː.ʋɐ.kɐ/; Griego υπάλληλος (ypállilos) /iˈpɑl.li.los/; Árabe بائع (bāʾiʿ) /ˈbɑː.ɪʕ/
kamit,cajero: maneja pagos y cobros,noun,Profesiones y Roles,/ˈka.mit/,Sánscrito / Griego / Árabe,Sánscrito गणक (gaṇaka) /ˈɡɐ.ɳɐ.kɐ/; Griego ταμίας (tamías) /tɑˈmi.ɑs/; Árabe صراف (ṣarrāf) /sˤɑr.ˈrɑːf/
tekfi,banquero: trabaja en finanzas y banca,noun,Profesiones y Roles,/ˈtek.fi/,Sánscrito / Griego / Árabe,Sánscrito कोश (kośa) /ˈkʰoː.ʃɐ/; Griego τραπεζίτης (trapezítis) /trɑ.peˈzi.tis/; Árabe مصرفي (maṣrafī) /mɑsˤ.rɑˈfiː/
itiri,sirviente: realiza tareas domésticas para otros,noun,Profesiones y Roles,/i.ˈti.ri/,Sánscrito / Griego / Árabe,Sánscrito सेवक (sevaka) /ˈseː.ʋɐ.kɐ/; Griego υπηρέτης (ypirétis) /i.piˈre.tis/; Árabe خادم (khādim) /ˈxɑː.dɪm/
kosno,cazador: persigue y captura animales,noun,Profesiones y Roles,/ˈkos.no/,Sánscrito / Griego / Árabe,Sánscrito मृग्य (mṛgya) /ˈmr̩ɡ.jɐ/; Griego κυνηγός (kynīgós) /ki.niˈɣos/; Árabe صياد (ṣayyād) /sˤɑj.ˈjɑd/
hekdi,minero: extrae minerales de la tierra,noun,Profesiones y Roles,/ˈhek.di/,Sánscrito / Griego / Árabe,Sánscrito खनि (khani) /ˈkʰɐ.ni/; Griego μεταλλορύχος (metallorýchos) /me.tɑl.loˈri.xos/; Árabe معدن (muʿaddin) /mʊ.ˈʕæd.dɪn/
ritfi,leñador: corta árboles para madera,noun,Profesiones y Roles,/ˈrit.fi/,Sánscrito / Griego / Árabe,Sánscrito दारु (dāru) /ˈdɑː.ru/; Griego ξυλευτής (xyleftís) /ksi.lefˈtis/; Árabe حطاب (ḥaṭṭāb) /ħɑtˤ.ˈtˤɑb/
tomko,cartero: reparte correspondencia,noun,Profesiones y Roles,/ˈtom.ko/,Sánscrito / Griego / Árabe,Sánscrito पात्र (pātra) /ˈpɑː.tɾɐ/; Griego ταχυδρόμος (tachydrómos) /tɑ.xiˈðro.mos/; Árabe ساعي البريد (sāʿī al-barīd) /ˈsɑː.ʕiː ʔɑl.bɑ.ˈriːd/
mifik,limpiador: limpia espacios y superficies,noun,Profesiones y Roles,/ˈmi.fik/,Sánscrito / Griego / Árabe,Sánscrito मार्ज (mārja) /ˈmɑːr.dʒɐ/; Griego καθαριστής (katharistís) /kɑ.θɑ.ɾisˈtis/; Árabe نظاف (naḍḍāf) /nɑðˤ.ˈðɑːf/
hirsi,guardián: protege lugares y personas,noun,Profesiones y Roles,/ˈhir.si/,Sánscrito / Griego / Árabe,Sánscrito रक्षक (rakṣaka) /ˈrɐk.ʂɐ.kɐ/; Griego φύλακας (fýlakas) /ˈfi.lɑ.kɑs/; Árabe حارس (ḥāris) /ˈħɑː.ris/
hiske,granjero: trabaja la tierra y cría animales,noun,Profesiones y Roles,/ˈhis.ke/,Sánscrito / Griego / Árabe,Sánscrito क्षेत्र (kṣetra) /ˈkʃeː.tɾɐ/; Griego γεωργός (geōrgós) /je.orˈɣos/; Árabe زراع (zirāʿ) /zɪˈrɑːʕ/
omrip,pastelero: elabora pasteles y dulces,noun,Profesiones y Roles,/ˈom.rip/,Sánscrito / Griego / Árabe,Sánscrito मिष्ठ (miṣṭha) /ˈmɪʂ.ʈʰɐ/; Griego ζαχαροπλάστης (zakharoplástis) /zɑ.xɑ.roˈplɑs.tis/; Árabe حلواني (ḥalwānī) /ħɑl.ˈwɑː.niː/
tirpu,criador: cría animales selectivamente,noun,Profesiones y Roles,/ˈtir.pu/,Sánscrito / Griego / Árabe,Sánscrito पशु (paśu) /ˈpɐ.ʃu/; Griego κτηνοτρόφος (ktinotrófos) /kti.noˈtro.fos/; Árabe مربي (murabbī) /mʊ.rɑ.ˈbiː/
irili,guía: conduce y orienta a otros,noun,Profesiones y Roles,/i.ˈri.li/,Sánscrito / Griego / Árabe,Sánscrito मार्ग (mārga) /ˈmɑːr.gɐ/; Griego οδηγός (odīgós) /o.ðiˈɣos/; Árabe دليل (dalīl) /dɑ.ˈliːl/
tirfi,intérprete: traduce oralmente entre idiomas,noun,Profesiones y Roles,/ˈtir.fi/,Sánscrito / Griego / Árabe,Sánscrito दूत (dūta) /ˈd̪uː.tɐ/; Griego διερμηνέας (dierminéas) /ði.er.miˈne.ɑs/; Árabe مترجم (mutarjim) /mʊ.tɑr.ˈdʒɪm/
mowis,fotógrafo: toma fotografías,noun,Profesiones y Roles,/ˈmo.wis/,Sánscrito / Griego / Árabe,Sánscrito छाया (chāyā) /ˈt͡ʃʰɑː.jɑː/; Griego φωτογράφος (fotográfos) /fo.toˈɣrɑ.fos/; Árabe مصور (muṣawwir) /mʊ.sˤɑw.ˈwɪr/
fohom,periodista: informa en medios de comunicación,noun,Profesiones y Roles,/ˈfo.hom/,Sánscrito / Griego / Árabe,Sánscrito वार्त (vārta) /ˈʋɑːr.tɐ/; Griego δημοσιογράφος (dimosiográfos) /ði.mo.si.oˈɣrɑ.fos/; Árabe صحفي (ṣaḥafī) /sˤɑ.ħɑˈfiː/
surun,jardinero: cuida jardines y plantas,noun,Profesiones y Roles,/ˈsu.run/,Sánscrito / Griego / Árabe,Sánscrito पुष्प (puṣpa) /ˈpʊʂ.pɐ/; Griego κηπουρός (kipourós) /ci.puˈros/; Árabe بستاني (bustānī) /bʊs.ˈtɑː.niː/
hapdāta,"ley, estatuto, norma jurídica",noun,Gobierno Politica Derecho,/hapˈdaː.ta/,Egipcio Demótico / Persa Avéstico,"Egipcio ḥp (hp) 'ley, justicia' + Avestan 𐬛𐬁𐬙𐬀 (dāta) 'ley, decreto, estatuto' → hapdāta (fusión: ḥap + dāta, con elisión de la faringal egipcia). 2 lenguas. La norma fundamental que rige la comunidad."
mēimat,"derecho, justicia, lo que corresponde por ley y orden cósmico",noun,Gobierno Politica Derecho,/mejˈmat/,Copto / Egipcio Demótico,"Copto ⲙⲏⲓ (mēi) 'verdad, justicia, testimonio verdadero' + Egipcio mꜣꜥt (ma'at) 'orden cósmico, verdad, justicia, equidad' → mēimat (fusión: mēi + ma'at, con contracción vocálica). 2 lenguas. El principio de rectitud que equilibra la existencia."
haprat,"juez, magistrado, quien dictamina según la ley",noun,Gobierno Politica Derecho,/hapˈrat/,Copto / Persa Avéstico,"Copto ϩⲁⲡ (hap) 'juicio, ley, veredicto' + Avestan 𐬭𐬀𐬙𐬎 (ratu) 'juez, señor, maestro, autoridad que juzga' → haprat (fusión: hap + ratu, contracción de -atu). 2 lenguas. La autoridad que interpreta y aplica la ley."
romālik,"rey, monarca, soberano de un reino",noun,Gobierno Politica Derecho,/roˈmaː.lik/,Copto / Árabe esotérico,"Copto ⲣⲣⲟ (rro) 'rey, gobernante' + Árabe ملك (malik) 'rey, soberano, poseedor' → romālik (fusión: rro + malik, simplificación de /rr/ y /m/ inicial). 2 lenguas. El gobernante supremo de la nación."
māliknīt,"reina, soberana, monarca",noun,Gobierno Politica Derecho,/maːˈlik.niːt/,Árabe esotérico / Egipcio Demótico,"Árabe ملكة (malika) 'reina' + Egipcio nb.t (neb-t, nībt) 'señora, dueña, ama' → māliknīt (fusión: mālika + nībt, con simplificación de /bt/ → /t/). 2 lenguas. La gobernante femenina del reino."
kahyul,"reino, territorio, dominio soberano",noun,Gobierno Politica Derecho,/kahˈjul/,Copto / Tibetano Clásico,"Copto ⲕⲁϩ (kah) 'tierra, suelo, territorio' + Tibetano clásico ཡུལ (yul) 'país, reino, región, tierra natal' → kahyul (fusión: kah + yul). 2 lenguas. El territorio bajo un dominio soberano."
dawlakōt,"gobierno, estado, administración del poder público",noun,Gobierno Politica Derecho,/ˈdaw.la.koːt/,Árabe esotérico / Copto,"Árabe دولة (dawla) 'estado, dinastía, turno de gobierno' + Copto ⲕⲱⲧ (kōt) 'construir, edificar, establecer' → dawlakōt (fusión: dawla + kōt). 2 lenguas. La estructura que edifica y sostiene el orden público."
wālrat,"gobernante, autoridad, quien ejerce el poder",noun,Gobierno Politica Derecho,/waːlˈrat/,Árabe esotérico / Persa Avéstico,"Árabe وال (wālī) 'gobernante, protector, autoridad' + Avestan 𐬭𐬀𐬙𐬎 (ratu) 'señor, juez, maestro' → wālrat (fusión: wāl + ratu, contracción de -ī y -u). 2 lenguas. Quien detenta la autoridad legítima sobre un territorio."
nīwtagrong,"ciudad, urbe, asentamiento urbano amurallado",noun,Gobierno Politica Derecho,/ˈniːw.ta.groŋ/,Egipcio Demótico / Tibetano Clásico,"Egipcio njwt (niw-t) 'ciudad, asentamiento' + Tibetano clásico གྲོང (grong) 'pueblo, villa, asentamiento' → nīwtagrong (fusión: nīwt + grong con epéntesis /a/ para evitar /t.g/). 2 lenguas. El centro urbano de la vida política y social."
ahadāt,"tratado, pacto, acuerdo vinculante entre partes",noun,Gobierno Politica Derecho,/a.haˈdaːt/,Árabe esotérico / Persa Avéstico,"Árabe عهد (ʿahd) 'tratado, pacto, compromiso' + Avestan 𐬛𐬁𐬙𐬀 (dāta) 'ley, decreto, estatuto' → ahadāt (epéntesis /a/ para disolver /hd/ coda ilegal; /h.d/ como núcleo silábico). 2 lenguas. El acuerdo solemne sellado por la ley."
hilifārta,"alianza, coalición, unión estratégica entre pueblos",noun,Gobierno Politica Derecho,/hi.liˈfaːr.ta/,Árabe esotérico / Persa Avéstico,"Árabe حلف (ḥilf) 'alianza, pacto, juramento mutuo' + Avestan 𐬀𐬭𐬙𐬀 (arta) 'orden cósmico, verdad, justicia' → hilifārta (epéntesis /a/ para disolver /lf/ coda = líquida+fricativa no oclusiva, ilegal). 2 lenguas. La unión sagrada de dos fuerzas bajo un mismo orden."
magaharb,"guerra, conflicto armado, contienda entre fuerzas",noun,Gobierno Politica Derecho,/ma.ˈɡa.harp/,Árabe esotérico / Tibetano Clásico,"Tibetano clásico དམག (dmag) 'guerra, ejército, hueste' + Árabe حرب (ḥarb) 'guerra, conflicto, batalla' → magaharb (epéntesis /a/ entre mag y harb para separar morfemas). /b/ → /p/ en coda por §3.3. 2 lenguas. El enfrentamiento organizado entre comunidades."
silmarta,"paz, armonía, ausencia de conflicto",noun,Gobierno Politica Derecho,/silˈmar.ta/,Árabe esotérico / Persa Avéstico,"Árabe سلم (silm) 'paz, concordia, sumisión voluntaria a la armonía' + Avestan 𐬀𐬭𐬙𐬀 (arta) 'orden cósmico, verdad' → silmarta (fusión: silm + arta). /lm/ coda = líquida+nasal permitida por §10.3 (raro). 2 lenguas. La paz como manifestación del orden cósmico."
rabāji,"impuesto, tributo, contribución al estado",noun,Gobierno Politica Derecho,/raˈbaː.dʒi/,Copto / Persa Avéstico,"Copto ⲣⲁⲃ (rab) 'tributo, impuesto, tasa' + Avestan 𐬠𐬁𐬘𐬌 (bāji) 'tributo, ofrenda, impuesto' → rabāji (fusión: rab + bāji, geminación /bb/ simplificada a /b/). 2 lenguas. La contribución que sostiene la administración."
amarwit,"decreto, edicto, mandato oficial de la autoridad",noun,Gobierno Politica Derecho,/aˈmar.wit/,Árabe esotérico / Egipcio Demótico,"Árabe أمر (amr) 'orden, mandato, comando' + Egipcio wḏ (wedj) 'decreto, mandato divino, palabra de autoridad' → amarwit (epéntesis /a/ en amr → amar por /mr/ coda ilegal; /d/ → /t/ en coda por §3.3). 2 lenguas. La palabra del gobernante que se convierte en ley."
